individual_id,age,gender,education_level,vocational_training_completed,employment_status,years_in_camp,ngo_livelihood_program_participation,access_to_microfinance,access_to_savings_group,owns_business,number_of_dependents,digital_skills_level,movement_restriction_perceived,access_to_market_opportunities,primary_employment_barrier,job_search_duration_months,monthly_income_kes,financial_stability_score
222,31,Male,Secondary,Yes,Unemployed,3,Yes,No,Yes,No,4,Low,Moderate,Fair,Limited Education,9,6667.0,59.0
223,35,Female,Primary,No,Unemployed,6,No,Yes,No,No,4,Low,Low,Fair,No Work Permit,12,1448.0,28.0
224,19,Male,College,No,Employed,16,No,No,No,No,0,Low,Moderate,Poor,Low Market Demand,6,13873.0,80.0
225,20,Male,Unknown,No,Unemployed,3,No,No,Yes,No,3,Low,High,Poor,Limited Education,1,4638.0,50.0
226,33,Male,Secondary,Yes,Unemployed,17,No,No,Yes,Yes,0,Low,Moderate,Poor,Movement Restriction,10,2916.0,32.0
227,26,Female,Unknown,Yes,Employed,5,No,Yes,No,No,2,Low,Moderate,Good,Discrimination,12,14292.0,92.0
228,21,Female,College,No,Unemployed,16,Yes,Yes,No,No,3,Medium,Moderate,Poor,Limited Education,12,5749.0,40.0
229,18,Female,Secondary,No,Unemployed,13,No,Yes,Yes,No,3,Low,Moderate,Good,Lack of Capital,7,4898.0,34.0
230,21,Female,College,No,Self-employed,11,Yes,No,No,No,5,Low,High,Fair,Lack of Capital,10,15186.0,81.0
231,18,Female,Secondary,No,Self-employed,12,No,No,No,No,1,Medium,High,Good,No Work Permit,3,12593.0,90.0
232,31,Female,Unknown,No,Employed,10,Yes,No,Yes,No,0,Low,High,Fair,Lack of Capital,9,6119.0,49.0
233,33,Female,College,No,Unemployed,10,No,No,No,No,4,High,High,Fair,Discrimination,2,0.0,18.0
234,25,Male,College,No,Employed,16,No,No,Yes,No,2,Medium,Moderate,Fair,Limited Education,4,13959.0,96.0
235,24,Female,Tvet,No,Employed,14,Yes,No,Yes,No,2,Low,Low,Poor,Movement Restriction,8,9469.0,68.0
236,20,Female,College,Yes,Self-employed,1,No,Yes,Yes,No,4,Low,Low,Fair,Limited Education,2,15295.0,100.0
237,34,Male,Secondary,Yes,Employed,7,No,No,No,No,3,Low,High,Poor,No Work Permit,2,15194.0,83.0
238,18,Female,College,No,Self-employed,9,No,No,No,No,5,Medium,High,Good,Low Market Demand,7,11207.0,72.0
239,33,Female,Primary,Yes,Unemployed,13,No,No,No,No,5,Low,Moderate,Poor,Limited Education,12,4718.0,54.0
240,29,Male,Unknown,No,Self-employed,9,No,No,No,No,3,High,Moderate,Fair,No Work Permit,12,8662.0,64.0
241,31,Male,Unknown,No,Unemployed,18,No,No,No,No,0,Low,Low,Poor,Low Market Demand,9,3165.0,25.0
242,23,Male,University,No,Unemployed,15,Yes,No,No,No,0,High,Moderate,Fair,Low Market Demand,9,3377.0,52.0
243,23,Male,Primary,No,Unemployed,17,No,No,Yes,No,5,Low,Low,Good,Discrimination,12,5306.0,51.0
244,30,Male,Secondary,No,Unemployed,2,No,No,No,No,2,Medium,High,Good,Movement Restriction,12,4252.0,39.0
245,25,Male,Secondary,Yes,Unemployed,9,No,Yes,Yes,No,2,Medium,Moderate,Fair,Lack of Capital,12,836.0,21.0
246,19,Male,Primary,Yes,Employed,13,No,No,Yes,No,5,Low,Low,Poor,Limited Education,12,11918.0,91.0
247,18,Female,College,Yes,Unemployed,14,Yes,Yes,No,No,3,Low,High,Good,Discrimination,7,7200.0,42.0
248,32,Male,Tvet,Yes,Unemployed,9,Yes,Yes,Yes,No,2,High,Low,Poor,Low Market Demand,8,9709.0,75.0
249,18,Male,Secondary,No,Employed,15,Yes,No,Yes,No,5,Medium,Moderate,Good,Limited Education,12,6168.0,48.0
250,22,Male,Primary,No,Employed,2,No,No,No,No,4,Low,Moderate,Fair,Movement Restriction,12,6257.0,45.0
251,33,Male,Primary,Yes,Unemployed,2,No,No,No,Yes,0,Low,High,Fair,Movement Restriction,12,1207.0,31.0
252,21,Other,Unknown,No,Self-employed,5,No,No,Yes,No,5,High,High,Fair,No Work Permit,1,9032.0,86.0
253,20,Female,Unknown,No,Unemployed,16,No,No,Yes,No,2,Low,High,Poor,Movement Restriction,12,0.0,15.0
254,34,Female,Unknown,No,Self-employed,13,Yes,No,No,No,3,Low,High,Poor,Discrimination,9,11628.0,87.0
255,34,Female,University,No,Unemployed,10,No,No,No,No,5,Low,High,Poor,Movement Restriction,12,5650.0,50.0
256,29,Female,Secondary,No,Employed,7,No,Yes,No,No,0,Medium,Low,Fair,Limited Education,12,12134.0,72.0
257,31,Male,College,No,Employed,3,No,No,No,No,2,Low,Moderate,Poor,Movement Restriction,12,18219.0,100.0
258,23,Male,Secondary,No,Self-employed,19,No,Yes,No,No,4,High,High,Fair,Discrimination,5,5758.0,48.0
259,20,Male,Secondary,Yes,Employed,15,No,Yes,No,No,2,Low,Moderate,Fair,Low Market Demand,12,15904.0,89.0
260,26,Other,Unknown,No,Unemployed,1,No,No,No,No,3,Medium,High,Fair,Discrimination,11,28.0,33.0
261,22,Male,Unknown,No,Unemployed,10,Yes,Yes,No,No,1,Low,Moderate,Good,Lack of Capital,12,0.0,14.0
262,34,Female,Secondary,No,Unemployed,9,No,Yes,Yes,No,0,High,Moderate,Poor,Lack of Capital,12,5980.0,32.0
263,31,Male,College,Yes,Self-employed,19,No,Yes,No,No,5,Low,High,Poor,Movement Restriction,12,17264.0,91.0
264,20,Male,College,Yes,Employed,18,No,No,Yes,No,2,Medium,Low,Poor,Low Market Demand,12,15123.0,95.0
265,18,Female,Primary,No,Employed,7,Yes,No,Yes,Yes,0,Low,High,Poor,Limited Education,12,8072.0,76.0
266,18,Male,Primary,No,Employed,5,No,No,Yes,Yes,4,Low,High,Poor,Discrimination,8,11692.0,89.0
267,20,Female,Unknown,Yes,Unemployed,16,No,Yes,No,No,3,Medium,High,Fair,Discrimination,12,0.0,14.0
268,35,Male,University,Yes,Unemployed,16,Yes,No,Yes,No,1,Low,Low,Fair,Limited Education,12,0.0,4.0
269,27,Male,Unknown,No,Unemployed,7,No,No,No,No,1,Low,High,Poor,Discrimination,7,2144.0,33.0
270,20,Female,Secondary,No,Unemployed,9,No,No,No,No,4,Low,Moderate,Poor,Lack of Capital,7,2056.0,30.0
271,25,Female,College,Yes,Unemployed,8,No,Yes,No,No,3,Low,High,Fair,Discrimination,12,13885.0,77.0
272,31,Male,Primary,No,Unemployed,11,No,No,No,No,0,Medium,Low,Fair,Limited Education,12,1992.0,34.0
273,35,Female,Unknown,Yes,Unemployed,7,No,No,Yes,Yes,0,Low,Moderate,Fair,Movement Restriction,7,14365.0,84.0
274,32,Female,Unknown,Yes,Employed,8,Yes,Yes,No,No,5,Low,High,Poor,Discrimination,12,12973.0,85.0
275,19,Male,College,No,Unemployed,12,No,No,No,Yes,1,Medium,High,Fair,No Work Permit,12,11947.0,64.0
276,27,Female,Unknown,No,Unemployed,2,Yes,No,Yes,No,0,Low,Moderate,Fair,Lack of Capital,12,6265.0,49.0
277,19,Male,Secondary,No,Unemployed,18,No,No,No,No,4,Medium,Moderate,Good,No Work Permit,12,7904.0,54.0
278,34,Male,Secondary,No,Unemployed,13,No,No,No,No,0,Medium,Moderate,Poor,Low Market Demand,12,7168.0,57.0
279,25,Female,Unknown,No,Employed,1,No,No,No,No,4,Low,High,Poor,Movement Restriction,12,11308.0,68.0
280,18,Male,Tvet,Yes,Employed,2,No,No,No,No,2,Medium,Low,Fair,Lack of Capital,12,16410.0,100.0
281,26,Female,Unknown,No,Employed,1,No,No,Yes,No,1,High,Low,Poor,Movement Restriction,12,4186.0,38.0
282,28,Female,Primary,Yes,Employed,9,Yes,Yes,No,No,5,Medium,High,Poor,Discrimination,11,13148.0,100.0
283,33,Male,College,No,Unemployed,7,Yes,No,No,No,5,Medium,Low,Fair,No Work Permit,1,7446.0,70.0
284,24,Female,College,No,Self-employed,19,Yes,Yes,No,No,4,Low,Moderate,Poor,Low Market Demand,12,16029.0,100.0
285,27,Female,University,No,Self-employed,1,Yes,No,No,No,4,Low,High,Fair,Limited Education,12,16172.0,92.0
286,20,Female,Unknown,Yes,Employed,18,No,Yes,No,No,4,Medium,High,Fair,Lack of Capital,1,18056.0,100.0
287,35,Male,Secondary,No,Unemployed,6,Yes,Yes,Yes,No,5,Low,High,Fair,Lack of Capital,12,4262.0,43.0
288,30,Male,Unknown,No,Self-employed,3,No,No,Yes,No,5,Low,Moderate,Poor,Discrimination,2,5724.0,44.0
289,24,Female,Tvet,Yes,Employed,12,Yes,No,Yes,No,1,High,Low,Poor,Discrimination,12,15268.0,84.0
290,21,Female,Primary,Yes,Unemployed,11,No,No,Yes,No,0,Low,High,Poor,Movement Restriction,12,2920.0,30.0
291,30,Male,Unknown,Yes,Employed,7,No,No,No,Yes,2,Low,Moderate,Poor,No Work Permit,12,11776.0,95.0
292,18,Female,Secondary,No,Unemployed,14,No,No,Yes,No,2,Low,Low,Poor,Lack of Capital,1,5151.0,68.0
293,25,Female,University,No,Unemployed,3,Yes,Yes,Yes,No,0,Low,Low,Fair,Low Market Demand,12,10459.0,65.0
294,31,Male,Primary,No,Employed,8,No,No,Yes,No,1,High,High,Fair,Low Market Demand,3,15356.0,100.0
295,33,Female,Primary,No,Unemployed,5,No,No,No,No,0,Medium,Low,Good,Limited Education,1,0.0,37.0
296,31,Male,Tvet,Yes,Unemployed,3,No,No,No,No,2,High,High,Poor,Lack of Capital,4,9479.0,71.0
297,29,Male,College,No,Self-employed,10,No,No,No,No,1,Medium,Moderate,Good,Movement Restriction,12,20785.0,100.0
298,32,Male,Secondary,Yes,Unemployed,7,No,No,No,No,2,High,High,Fair,Lack of Capital,12,4538.0,38.0
299,19,Male,Secondary,No,Employed,5,No,Yes,No,Yes,3,Medium,Moderate,Good,Low Market Demand,12,12208.0,82.0
300,19,Male,Unknown,No,Employed,14,No,No,No,Yes,5,High,Moderate,Fair,No Work Permit,12,7693.0,61.0
301,34,Female,Secondary,Yes,Self-employed,11,Yes,No,No,No,1,Low,Low,Fair,Movement Restriction,11,7361.0,57.0
302,27,Female,College,Yes,Unemployed,8,No,Yes,No,No,3,Medium,High,Fair,Lack of Capital,12,4297.0,54.0
303,23,Male,Secondary,No,Unemployed,3,No,No,No,Yes,4,Medium,Moderate,Poor,Limited Education,12,7659.0,61.0
304,32,Female,University,No,Unemployed,6,No,No,Yes,No,2,Low,High,Poor,No Work Permit,12,9171.0,68.0
305,28,Female,University,No,Employed,17,No,No,No,No,2,Low,High,Poor,Discrimination,12,18560.0,100.0
306,22,Male,Primary,No,Unemployed,12,Yes,No,No,No,5,High,Low,Poor,Low Market Demand,12,0.0,10.0
307,18,Male,Tvet,Yes,Unemployed,4,No,No,Yes,No,0,Medium,High,Poor,Movement Restriction,8,10664.0,57.0
308,25,Male,Tvet,Yes,Self-employed,11,No,Yes,No,No,4,Low,High,Fair,Discrimination,12,17538.0,100.0
309,29,Male,Primary,Yes,Self-employed,11,No,No,Yes,No,5,Medium,High,Good,Limited Education,2,12248.0,89.0
310,29,Female,Tvet,No,Employed,16,Yes,Yes,No,No,5,High,Moderate,Good,Movement Restriction,12,17317.0,98.0
311,22,Female,Secondary,No,Self-employed,19,No,No,No,No,3,Medium,High,Fair,Low Market Demand,12,11016.0,74.0
312,24,Female,College,Yes,Employed,4,No,No,Yes,Yes,1,Low,Low,Poor,No Work Permit,4,15420.0,92.0
313,21,Female,Primary,No,Self-employed,13,Yes,No,Yes,No,2,Medium,Low,Fair,Limited Education,12,7995.0,50.0
314,23,Male,Unknown,Yes,Employed,4,No,No,Yes,No,2,Low,Low,Fair,Lack of Capital,12,10508.0,72.0
315,30,Female,Unknown,No,Employed,19,Yes,No,Yes,No,0,Low,High,Fair,Discrimination,12,2020.0,19.0
316,32,Male,Secondary,No,Employed,18,Yes,No,Yes,Yes,3,Low,High,Fair,Movement Restriction,12,12925.0,100.0
317,20,Male,College,No,Employed,18,No,Yes,No,Yes,4,Low,Moderate,Poor,Movement Restriction,12,15599.0,94.0
318,25,Female,College,No,Employed,1,No,No,No,Yes,3,Medium,Low,Fair,Lack of Capital,12,12809.0,88.0
319,33,Male,Primary,Yes,Unemployed,3,Yes,No,No,Yes,5,Low,Low,Fair,Lack of Capital,12,6959.0,45.0
320,30,Male,College,No,Unemployed,6,No,No,No,No,3,Medium,High,Poor,Low Market Demand,4,7396.0,47.0
321,35,Female,Secondary,No,Unemployed,10,No,No,No,No,5,High,Moderate,Fair,Low Market Demand,2,412.0,20.0
322,27,Female,Unknown,Yes,Self-employed,11,Yes,No,No,No,0,Medium,High,Good,Discrimination,11,21514.0,100.0
323,34,Male,College,No,Unemployed,19,No,No,No,No,2,Low,Low,Poor,Movement Restriction,12,10375.0,88.0
324,22,Male,Primary,No,Unemployed,1,No,Yes,No,No,3,Low,Moderate,Good,Limited Education,1,0.0,0.0
325,26,Female,Primary,Yes,Unemployed,13,Yes,No,Yes,No,3,Medium,High,Fair,Limited Education,12,10599.0,69.0
326,29,Female,Secondary,No,Unemployed,3,Yes,No,Yes,No,5,High,Moderate,Fair,Discrimination,12,9526.0,78.0
327,18,Male,Tvet,No,Employed,13,No,No,No,Yes,4,Low,Moderate,Fair,No Work Permit,11,10592.0,69.0
328,18,Female,Unknown,No,Unemployed,1,No,No,No,No,5,Low,Moderate,Fair,Lack of Capital,12,4301.0,31.0
329,32,Female,Primary,Yes,Employed,9,No,No,No,Yes,2,Low,Moderate,Good,Lack of Capital,2,11683.0,65.0
330,19,Female,Primary,Yes,Unemployed,10,No,No,No,No,1,Medium,Moderate,Fair,Limited Education,12,13006.0,93.0
331,33,Female,Primary,No,Unemployed,2,Yes,Yes,No,No,5,High,Low,Poor,Low Market Demand,12,7174.0,51.0
332,25,Female,Primary,No,Unemployed,19,No,Yes,Yes,No,5,Low,High,Fair,Movement Restriction,12,6181.0,43.0
333,30,Male,Secondary,No,Employed,15,No,No,Yes,No,0,Medium,High,Fair,Discrimination,1,7339.0,60.0
334,18,Male,Unknown,No,Unemployed,6,No,Yes,No,No,2,High,Low,Fair,Lack of Capital,12,4932.0,39.0
335,33,Female,Tvet,Yes,Self-employed,5,No,No,No,No,2,Medium,High,Fair,Discrimination,10,13867.0,100.0
336,24,Male,Primary,No,Unemployed,5,No,No,Yes,No,5,High,Moderate,Fair,Lack of Capital,12,0.0,17.0
337,22,Female,Secondary,No,Unemployed,1,No,No,No,No,2,Low,Low,Poor,Lack of Capital,12,3696.0,27.0
338,20,Male,College,Yes,Unemployed,19,No,No,No,No,2,Medium,Moderate,Poor,Movement Restriction,12,5036.0,36.0
339,29,Female,Primary,No,Unemployed,11,No,No,No,Yes,2,Low,Moderate,Poor,Low Market Demand,12,3174.0,30.0
340,33,Male,Tvet,Yes,Unemployed,13,Yes,No,No,No,0,Low,High,Poor,Discrimination,12,9699.0,66.0
341,22,Other,University,Yes,Unemployed,7,No,No,Yes,Yes,0,Low,High,Good,Discrimination,5,5088.0,53.0
342,31,Male,Tvet,No,Employed,14,No,No,No,No,4,Low,Moderate,Good,Lack of Capital,12,14376.0,100.0
343,22,Male,Secondary,No,Unemployed,15,Yes,No,No,No,3,Low,High,Poor,Discrimination,12,5490.0,60.0
344,32,Male,Secondary,No,Employed,19,No,No,Yes,No,5,Low,Moderate,Fair,Movement Restriction,12,15289.0,89.0
345,34,Female,College,No,Employed,5,Yes,No,No,Yes,2,High,High,Poor,Discrimination,9,14154.0,68.0
346,31,Male,Tvet,Yes,Unemployed,3,Yes,Yes,No,No,5,Low,High,Good,Limited Education,12,9700.0,41.0
347,22,Female,Unknown,Yes,Unemployed,11,No,Yes,Yes,No,1,Medium,Low,Fair,No Work Permit,5,8655.0,62.0
348,29,Male,Primary,Yes,Unemployed,13,Yes,No,Yes,No,2,High,Moderate,Good,Lack of Capital,12,6899.0,57.0
349,33,Female,Tvet,No,Unemployed,18,No,No,Yes,No,3,Low,Moderate,Fair,No Work Permit,12,5294.0,51.0
350,33,Female,College,No,Unemployed,18,No,Yes,Yes,No,3,Low,Moderate,Fair,Movement Restriction,12,4244.0,52.0
351,24,Male,College,No,Unemployed,16,No,Yes,No,No,2,Low,High,Poor,Low Market Demand,12,7009.0,62.0
352,21,Female,University,No,Unemployed,19,Yes,No,No,No,1,Low,Moderate,Fair,No Work Permit,2,8727.0,72.0
353,18,Female,Secondary,No,Unemployed,7,No,Yes,No,No,4,High,Moderate,Fair,Movement Restriction,1,6535.0,52.0
354,22,Male,Secondary,Yes,Unemployed,10,No,No,Yes,No,2,Low,Moderate,Fair,Lack of Capital,12,6322.0,50.0
355,27,Female,Secondary,Yes,Unemployed,2,No,No,No,No,2,Low,Moderate,Fair,Movement Restriction,12,7172.0,60.0
356,22,Female,Secondary,Yes,Self-employed,4,No,No,Yes,No,3,Medium,High,Poor,Limited Education,3,12533.0,75.0
357,21,Male,Unknown,No,Unemployed,15,Yes,No,No,No,0,Low,Moderate,Poor,Discrimination,7,2102.0,39.0
358,19,Male,Unknown,Yes,Employed,1,No,Yes,No,No,5,Low,Moderate,Poor,Limited Education,12,7544.0,63.0
359,27,Male,Unknown,No,Self-employed,4,No,No,Yes,No,4,Low,High,Fair,Limited Education,2,3950.0,48.0
360,18,Male,Secondary,No,Unemployed,13,No,No,No,Yes,3,Medium,High,Fair,Limited Education,12,3728.0,32.0
361,22,Female,Primary,No,Self-employed,8,No,No,No,No,3,Low,Low,Fair,Low Market Demand,7,10732.0,64.0
362,30,Female,Secondary,No,Employed,6,Yes,No,Yes,No,5,Low,Moderate,Poor,Discrimination,10,8961.0,68.0
363,21,Male,Secondary,No,Unemployed,8,No,No,No,No,5,Low,High,Fair,Low Market Demand,1,10772.0,55.0
364,33,Male,College,Yes,Unemployed,1,Yes,Yes,Yes,No,5,High,Low,Poor,Discrimination,3,3203.0,32.0
365,33,Female,Unknown,No,Unemployed,2,No,Yes,No,No,2,Low,Low,Good,Discrimination,8,0.0,21.0
366,19,Male,Primary,Yes,Employed,3,No,No,No,No,0,Low,Moderate,Fair,Movement Restriction,12,7166.0,60.0
367,34,Male,Secondary,Yes,Unemployed,2,No,Yes,No,No,4,High,High,Good,No Work Permit,12,1917.0,21.0
368,29,Male,College,Yes,Unemployed,10,Yes,No,Yes,No,3,High,High,Fair,Low Market Demand,8,11108.0,97.0
369,35,Female,Secondary,No,Unemployed,5,No,No,No,No,0,Low,High,Good,Movement Restriction,12,2042.0,22.0
370,20,Male,Secondary,No,Employed,14,Yes,No,No,No,1,Low,Moderate,Fair,Lack of Capital,12,13226.0,94.0
371,18,Male,College,No,Unemployed,17,Yes,Yes,Yes,No,4,Low,Moderate,Poor,Discrimination,12,4142.0,62.0
372,18,Male,Primary,Yes,Unemployed,1,Yes,No,No,Yes,5,Medium,Moderate,Fair,Discrimination,12,630.0,33.0
373,28,Male,Tvet,No,Self-employed,15,Yes,No,Yes,No,2,Low,Low,Poor,Low Market Demand,12,8909.0,71.0
374,22,Female,Secondary,No,Employed,4,No,No,Yes,Yes,5,Low,High,Fair,No Work Permit,12,11373.0,79.0
375,29,Male,Secondary,Yes,Self-employed,19,No,No,Yes,No,0,Low,High,Poor,Low Market Demand,12,16575.0,100.0
376,20,Male,Unknown,Yes,Self-employed,10,No,No,Yes,No,1,Medium,Moderate,Fair,Discrimination,12,13693.0,92.0
377,18,Male,Unknown,Yes,Unemployed,3,No,Yes,Yes,No,0,Medium,Moderate,Poor,Movement Restriction,12,251.0,34.0
378,18,Male,Primary,No,Self-employed,8,No,No,No,No,3,Medium,High,Fair,Limited Education,12,6274.0,45.0
379,25,Male,University,No,Unemployed,18,No,No,No,No,2,Low,High,Poor,Discrimination,7,5534.0,54.0
380,27,Male,Secondary,No,Employed,2,Yes,No,No,No,3,Low,Moderate,Poor,Low Market Demand,12,6830.0,72.0
381,28,Male,Secondary,Yes,Employed,7,Yes,No,Yes,No,1,Medium,High,Fair,Low Market Demand,12,12581.0,100.0
382,29,Male,Secondary,Yes,Unemployed,10,Yes,Yes,Yes,No,4,Low,Low,Good,Discrimination,12,4519.0,42.0
383,30,Female,Secondary,Yes,Employed,7,No,No,No,Yes,2,Low,High,Fair,Lack of Capital,12,10855.0,68.0
384,29,Female,Tvet,Yes,Unemployed,14,No,No,No,No,3,Medium,Low,Fair,No Work Permit,2,3427.0,56.0
385,31,Female,Unknown,Yes,Employed,10,No,Yes,No,No,5,Low,High,Fair,No Work Permit,3,11429.0,80.0
386,19,Female,Unknown,No,Employed,14,Yes,No,No,No,4,Medium,High,Good,Discrimination,5,6510.0,75.0
387,35,Male,Secondary,No,Employed,1,No,No,No,No,4,Low,High,Fair,Movement Restriction,12,7283.0,61.0
388,20,Male,Secondary,Yes,Unemployed,9,Yes,No,No,Yes,2,High,High,Fair,Low Market Demand,2,2866.0,43.0
389,34,Male,University,No,Employed,19,Yes,Yes,Yes,No,2,High,Low,Poor,Discrimination,3,9718.0,66.0
390,25,Male,Primary,No,Self-employed,6,Yes,No,Yes,No,0,Low,High,Fair,Limited Education,12,15631.0,89.0
391,27,Female,Secondary,Yes,Self-employed,19,No,No,No,No,1,Low,Moderate,Poor,Lack of Capital,2,13271.0,82.0
392,19,Female,Tvet,Yes,Employed,15,No,No,Yes,No,5,Low,High,Fair,Discrimination,3,7962.0,53.0
393,26,Female,Primary,Yes,Employed,3,Yes,Yes,Yes,No,0,Low,High,Poor,Limited Education,12,14913.0,82.0
394,24,Male,Unknown,No,Unemployed,4,No,No,No,Yes,5,High,Low,Poor,Lack of Capital,8,0.0,13.0
395,21,Female,Unknown,Yes,Unemployed,15,No,No,No,No,3,Low,Low,Fair,Lack of Capital,12,4388.0,31.0
396,35,Male,Unknown,Yes,Unemployed,19,No,Yes,Yes,Yes,2,Low,Moderate,Fair,Lack of Capital,12,7526.0,52.0
397,30,Female,Unknown,Yes,Unemployed,13,No,No,Yes,No,4,Low,Moderate,Poor,Low Market Demand,12,4267.0,38.0
398,28,Female,Tvet,Yes,Unemployed,18,Yes,No,No,No,5,Medium,Moderate,Poor,Lack of Capital,1,7189.0,52.0
399,21,Male,College,No,Unemployed,10,No,No,No,No,1,Medium,High,Good,Low Market Demand,12,3688.0,22.0
400,21,Male,Tvet,No,Unemployed,17,No,No,Yes,Yes,4,Medium,Moderate,Poor,Lack of Capital,5,6941.0,58.0
401,27,Female,Secondary,No,Employed,19,No,No,No,No,2,High,High,Fair,Limited Education,10,17813.0,100.0
402,22,Female,Secondary,Yes,Unemployed,1,No,No,Yes,Yes,5,Low,High,Fair,Low Market Demand,12,3495.0,31.0
403,26,Male,College,No,Unemployed,6,Yes,Yes,No,No,0,Low,High,Poor,No Work Permit,12,6691.0,71.0
404,20,Male,Secondary,No,Employed,11,No,No,No,No,3,Low,Moderate,Poor,Discrimination,12,15454.0,79.0
405,34,Male,University,Yes,Unemployed,2,No,No,Yes,Yes,2,Low,Low,Good,Discrimination,12,9317.0,73.0
406,20,Male,Primary,No,Employed,8,No,No,No,No,5,Medium,Low,Fair,Limited Education,6,2820.0,55.0
407,33,Male,University,Yes,Unemployed,17,No,No,Yes,No,0,Low,Moderate,Poor,Lack of Capital,1,9071.0,70.0
408,21,Female,Unknown,Yes,Unemployed,4,No,Yes,Yes,No,1,Low,High,Good,Limited Education,6,0.0,27.0
409,35,Female,University,Yes,Employed,16,Yes,Yes,No,Yes,5,Medium,Low,Fair,Lack of Capital,12,11272.0,77.0
410,34,Male,Unknown,Yes,Self-employed,19,No,No,Yes,No,5,High,Moderate,Fair,Low Market Demand,4,12523.0,62.0
411,24,Male,Primary,No,Self-employed,4,No,No,No,No,0,High,Moderate,Fair,Low Market Demand,5,11781.0,67.0
412,22,Male,Unknown,Yes,Unemployed,1,No,Yes,No,No,2,Low,Moderate,Poor,Limited Education,12,3054.0,46.0
413,29,Female,University,No,Unemployed,11,No,No,No,No,4,Low,Low,Poor,Movement Restriction,3,6273.0,40.0
414,34,Male,Tvet,Yes,Employed,13,No,No,Yes,No,4,Low,Low,Poor,Limited Education,12,17654.0,100.0
415,30,Female,Tvet,Yes,Self-employed,12,No,No,No,No,3,Low,Moderate,Poor,Low Market Demand,12,17205.0,96.0
416,20,Male,College,Yes,Employed,8,Yes,No,No,No,4,Low,High,Poor,Movement Restriction,12,11384.0,80.0
417,26,Female,Tvet,Yes,Unemployed,15,No,Yes,Yes,No,3,High,Moderate,Fair,Discrimination,2,871.0,24.0
418,34,Female,Primary,No,Unemployed,1,No,No,No,Yes,0,High,Moderate,Fair,Lack of Capital,8,3738.0,43.0
419,34,Female,Secondary,No,Employed,10,Yes,No,Yes,No,0,Medium,Moderate,Poor,Movement Restriction,2,11219.0,76.0
420,33,Female,Primary,No,Unemployed,2,No,Yes,No,No,3,High,Moderate,Poor,Limited Education,5,0.0,25.0
421,30,Female,University,No,Unemployed,9,No,No,No,No,4,Medium,Moderate,Poor,Limited Education,12,8264.0,61.0
422,34,Female,Secondary,No,Unemployed,10,Yes,No,Yes,No,2,Low,High,Poor,Movement Restriction,12,1109.0,16.0
423,21,Male,Unknown,No,Unemployed,3,Yes,Yes,Yes,No,1,Medium,Low,Fair,Low Market Demand,11,2195.0,14.0
424,29,Male,College,No,Unemployed,6,No,No,Yes,No,0,Medium,High,Good,Low Market Demand,12,4857.0,59.0
425,26,Other,Unknown,No,Employed,1,Yes,No,No,No,5,Low,Low,Fair,Low Market Demand,11,18047.0,100.0
426,29,Male,Unknown,No,Employed,13,No,No,No,No,3,Low,Moderate,Good,Lack of Capital,12,7262.0,55.0
427,26,Female,Unknown,No,Self-employed,6,No,Yes,Yes,Yes,4,Medium,Low,Poor,Low Market Demand,12,18948.0,100.0
428,24,Other,Secondary,No,Self-employed,9,No,No,Yes,No,0,Low,Moderate,Poor,No Work Permit,3,13851.0,100.0
429,31,Female,Unknown,No,Self-employed,1,No,No,Yes,Yes,4,Low,High,Fair,Lack of Capital,12,5493.0,53.0
430,32,Female,Unknown,No,Employed,13,No,No,No,No,5,Low,Moderate,Poor,Lack of Capital,1,12151.0,83.0
431,33,Male,University,No,Unemployed,5,No,No,No,No,5,Low,Moderate,Poor,Low Market Demand,11,8547.0,61.0
432,22,Female,Secondary,No,Unemployed,11,Yes,Yes,Yes,No,0,Medium,Moderate,Poor,Limited Education,6,5482.0,69.0
433,20,Female,Tvet,No,Self-employed,5,No,No,No,No,0,Low,Moderate,Poor,Movement Restriction,12,13348.0,91.0
434,29,Other,University,No,Self-employed,13,Yes,Yes,Yes,Yes,4,Low,Low,Good,No Work Permit,12,17798.0,100.0
435,21,Female,Secondary,Yes,Unemployed,2,No,No,Yes,No,3,Low,Moderate,Fair,Low Market Demand,12,12506.0,68.0
436,33,Female,University,Yes,Employed,1,No,Yes,Yes,No,1,Medium,Moderate,Poor,Limited Education,12,18174.0,100.0
437,24,Female,Primary,No,Employed,5,No,No,Yes,No,5,Medium,High,Fair,No Work Permit,12,7336.0,66.0
438,30,Male,College,No,Unemployed,8,No,No,Yes,No,3,Low,High,Fair,No Work Permit,12,8485.0,64.0
439,27,Male,Primary,No,Employed,19,Yes,No,Yes,No,3,High,Low,Fair,Movement Restriction,1,4436.0,32.0
